GNSS;458038.980;40.225595;116.183891;48.000;167.300;0.1;10.7;458039.000;37;30
GNSS;458039.975;40.225557;116.183920;56.700;259.000;0.3;8.5;458040.000;37;32
GNSS;458040.990;40.225530;116.183972;56.700;250.000;0.1;4.9;458041.000;37;23
GNSS;458041.997;40.225530;116.183972;57.300;250.000;0.2;4.9;458042.000;37;23
GNSS;458042.982;40.225545;116.183984;57.300;250.000;0.4;4.9;458043.000;37;23
GNSS;458043.992;40.225543;116.183958;56.500;250.000;0.2;4.9;458044.000;37;25
GNSS;458044.990;40.225545;116.183940;56.900;250.000;0.2;4.9;458045.000;37;23
GNSS;458046.013;40.225546;116.183932;56.400;250.000;0.3;4.9;458046.000;37;22
GNSS;458046.983;40.225550;116.183929;55.300;250.000;0.3;4.9;458047.000;37;21
GNSS;458047.999;40.225556;116.183927;54.400;250.000;0.1;4.9;458048.000;37;23
GNSS;458048.991;40.225563;116.183920;53.700;250.000;0.1;4.9;458049.000;37;21
GNSS;458049.998;40.225572;116.183907;53.300;250.000;0.1;4.9;458050.000;37;23
GNSS;458050.991;40.225569;116.183903;54.000;250.000;0.2;4.9;458051.000;36;18
GNSS;458051.979;40.225571;116.183892;54.300;250.000;0.5;4.9;458052.000;36;19
GNSS;458052.977;40.225569;116.183883;55.300;250.000;0.7;4.7;458053.000;36;16
GNSS;458053.999;40.225568;116.183877;55.600;250.000;0.3;4.5;458054.000;36;18
GNSS;458054.988;40.225572;116.183875;55.500;250.000;0.2;4.2;458055.000;36;20
GNSS;458056.010;40.225573;116.183875;55.500;250.000;0.2;4.0;458056.000;36;18
GNSS;458056.981;40.225580;116.183880;54.200;250.000;0.3;4.1;458057.000;36;25
GNSS;458057.968;40.225582;116.183884;53.700;250.000;0.3;4.1;458058.000;36;20
GNSS;458062.983;40.225599;116.183883;51.400;250.000;0.1;4.9;458063.000;36;22
GNSS;458063.980;40.225600;116.183882;50.700;250.000;0.1;4.9;458064.000;36;24
GNSS;458064.994;40.225600;116.183883;50.200;250.000;0.1;4.9;458065.000;36;23
GNSS;458065.962;40.225603;116.183877;50.200;250.000;0.3;4.9;458066.000;36;25
GNSS;458066.967;40.225609;116.183873;49.700;250.000;0.1;4.9;458067.000;36;25
GNSS;458067.973;40.225613;116.183870;49.900;250.000;0.2;4.8;458068.000;36;24
GNSS;458068.978;40.225622;116.183862;49.900;250.000;0.3;4.5;458069.000;35;19
GNSS;458069.966;40.225622;116.183864;50.300;250.000;0.5;4.3;458070.000;35;25
GNSS;458070.972;40.225623;116.183862;50.500;250.000;0.5;4.3;458071.000;37;24
GNSS;458071.975;40.225623;116.183862;50.500;250.000;0.0;4.3;458072.000;37;22
